storm_id,storm_name,Date,Time_UTC,status,Latitude,Longitude,wind_kt,pressure_mb,lat,lon,date_str,time_str,timestamp,year,month,day,hour,noaa_damage_B,noaa_deaths,noaa_injuries,noaa_n_episodes,intensity_class,intensity_label,lat_prev,lon_prev,delta_lat,delta_lon,dist_km,speed_kmh,bearing,bearing_sin,bearing_cos,wind_trend_12h,wind_trend_24h,pres_trend_12h,pres_trend_24h,delta_lat_12h,delta_lon_12h,speed_mean_24h,delta_wind_kt,delta_pres_mb,wind_change_24h,is_RI,month_sin,month_cos,hour_sin,hour_cos,storm_age_step,storm_age_h,is_peak_season
AL012014,ARTHUR,20140702,0,TS,27.9N,79.2W,45.0,999.0,27.9,-79.2,20140702,0000,2014-07-02 00:00:00+00:00,2014,7,2,0,0.003185,0.0,0.0,12.0,1,TS,27.7,-79.3,0.1999999999999993,0.09999999999999432,24.317092387807186,4.052848731301197,23.836047492821763,0.4041208609772856,0.9147055972950955,10.0,,-6.0,,0.1999999999999993,0.0,3.6758210163694764,5.0,-4.0,,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,3,18,0
AL012014,ARTHUR,20140702,600,TS,28.2N,79.1W,50.0,995.0,28.2,-79.1,20140702,0600,2014-07-02 06:00:00+00:00,2014,7,2,6,0.003185,0.0,0.0,12.0,1,TS,27.9,-79.2,0.3000000000000007,0.10000000000000853,34.771969626318295,5.795328271053049,16.36929508492608,0.28182731817687057,0.9594651440929123,10.0,20.0,-8.0,-12.0,0.25,0.10000000000000142,3.8865236782250303,5.0,-4.0,20.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,4,24,0
AL012014,ARTHUR,20140702,1200,TS,28.7N,79.0W,55.0,995.0,28.7,-79.0,20140702,1200,2014-07-02 12:00:00+00:00,2014,7,2,12,0.003185,0.0,0.0,12.0,1,TS,28.2,-79.1,0.5,0.09999999999999432,56.45050234018639,9.408417056697731,9.949519616118152,0.17278044658842015,0.9849603633023545,10.0,20.0,-4.0,-10.0,0.40000000000000036,0.10000000000000142,5.827665017986688,5.0,0.0,20.0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,5,30,0
AL012014,ARTHUR,20140702,1800,TS,29.4N,79.1W,60.0,994.0,29.4,-79.1,20140702,1800,2014-07-02 18:00:00+00:00,2014,7,2,18,0.003185,0.0,0.0,12.0,1,TS,28.7,-79.0,0.6999999999999993,-0.09999999999999432,78.44106647537782,13.073511079229638,352.9056944126477,-0.12350285198047756,0.992344217271753,10.0,20.0,-1.0,-9.0,0.5999999999999996,0.0,8.082526284570404,5.0,-1.0,20.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,6,36,0
AL012014,ARTHUR,20140703,0,HU,30.1N,79.2W,65.0,987.0,30.1,-79.2,20140703,0000,2014-07-03 00:00:00+00:00,2014,7,3,0,0.003185,0.0,0.0,12.0,2,C1,29.4,-79.1,0.7000000000000028,-0.10000000000000853,78.43282991613533,13.072138319355888,352.9545682021651,-0.12265632905441975,0.9924492052205462,10.0,20.0,-8.0,-12.0,0.7000000000000011,-0.10000000000000142,10.337348681584077,5.0,-7.0,20.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7,42,0
AL012014,ARTHUR,20140703,600,HU,30.9N,79.1W,70.0,984.0,30.9,-79.1,20140703,0600,2014-07-03 06:00:00+00:00,2014,7,3,6,0.003185,0.0,0.0,12.0,2,C1,30.1,-79.2,0.7999999999999972,0.10000000000000853,89.47038443297087,14.91173073882848,6.121941354847706,0.10664484414158451,0.9942971775168715,10.0,20.0,-10.0,-11.0,0.75,0.0,12.616449298527934,5.0,-3.0,20.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,8,48,0
AL012014,ARTHUR,20140703,1200,HU,31.8N,78.8W,80.0,981.0,31.8,-78.8,20140703,1200,2014-07-03 12:00:00+00:00,2014,7,3,12,0.003185,0.0,0.0,12.0,2,C1,30.9,-79.1,0.9000000000000021,0.29999999999999716,104.05114423338372,17.34185737223062,15.81212468242478,0.27248386130854424,0.9621603532293284,15.0,25.0,-6.0,-14.0,0.8499999999999996,0.20000000000000284,14.599809377411157,10.0,-3.0,25.0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,9,54,0
AL012014,ARTHUR,20140703,1800,HU,32.9N,78.3W,80.0,978.0,32.9,-78.3,20140703,1800,2014-07-03 18:00:00+00:00,2014,7,3,18,0.003185,0.0,0.0,12.0,2,C1,31.8,-78.8,1.0999999999999979,0.5,131.02175788505525,21.836959647509207,20.873317456547227,0.35630290327579367,0.9343705052693179,10.0,20.0,-6.0,-16.0,1.0,0.3999999999999986,16.790671519481048,0.0,-3.0,20.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,10,60,0
AL012014,ARTHUR,20140704,0,HU,34.0N,77.3W,85.0,975.0,34.0,-77.3,20140704,0000,2014-07-04 00:00:00+00:00,2014,7,4,0,0.003185,0.0,0.0,12.0,3,C2,32.9,-78.3,1.1000000000000014,1.0,153.51802914296556,25.58633819049426,36.9063864156293,0.6005093576307089,0.799617728291434,5.0,20.0,-6.0,-12.0,1.0999999999999996,0.75,19.91922148726564,5.0,-3.0,20.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,11,66,0
AL012014,ARTHUR,20140704,600,HU,35.3N,76.0W,85.0,973.0,35.3,-76.0,20140704,0600,2014-07-04 06:00:00+00:00,2014,7,4,6,0.003185,0.0,0.0,12.0,3,C2,34.0,-77.3,1.2999999999999972,1.2999999999999972,187.17614121880194,31.196023536466992,39.0743079652313,0.6303277566036427,0.7763291307525558,5.0,15.0,-5.0,-11.0,1.1999999999999993,1.1499999999999986,23.99029468667527,0.0,-2.0,15.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,12,72,0
AL012014,ARTHUR,20140704,1200,HU,36.8N,74.4W,80.0,976.0,36.8,-74.4,20140704,1200,2014-07-04 12:00:00+00:00,2014,7,4,12,0.003185,0.0,0.0,12.0,2,C1,35.3,-76.0,1.5,1.5999999999999943,220.24263513052216,36.70710585508703,40.30641313108225,0.6468751411175719,0.7625959295748447,-5.0,0.0,1.0,-5.0,1.3999999999999986,1.4499999999999957,28.83160680738937,-5.0,3.0,0.0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,13,78,0
AL012014,ARTHUR,20140704,1800,HU,38.4N,72.4W,70.0,978.0,38.4,-72.4,20140704,1800,2014-07-04 18:00:00+00:00,2014,7,4,18,0.003185,0.0,0.0,12.0,2,C1,36.8,-74.4,1.6000000000000014,2.0,250.38231263114116,41.73038543852353,44.116154589659686,0.6961152451973873,0.717930056066593,-15.0,-10.0,5.0,0.0,1.5500000000000007,1.7999999999999972,33.80496325514295,-10.0,2.0,-10.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,14,84,0
AL012014,ARTHUR,20140705,0,HU,40.2N,69.7W,65.0,976.0,40.2,-69.7,20140705,0000,2014-07-05 00:00:00+00:00,2014,7,5,0,0.003185,0.0,0.0,12.0,2,C1,38.4,-72.4,1.8000000000000043,2.700000000000003,306.6250490726415,51.10417484544025,48.40610430084763,0.7478688210515153,0.6638465383648667,-15.0,-20.0,0.0,1.0,1.7000000000000028,2.3500000000000014,40.18442241887945,-5.0,-2.0,-20.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,15,90,0
AL012014,ARTHUR,20140705,600,TS,42.3N,67.6W,60.0,981.0,42.3,-67.6,20140705,0600,2014-07-05 06:00:00+00:00,2014,7,5,6,0.003185,0.0,0.0,12.0,1,TS,40.2,-69.7,2.0999999999999943,2.1000000000000085,292.1225516253353,48.687091937555884,36.249451020517085,0.5913019213878651,0.8064502698635664,-10.0,-25.0,3.0,8.0,1.9499999999999993,2.4000000000000057,44.55718951915167,-5.0,5.0,-25.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,16,96,0
AL012015,ANA,20150508,600,SS,31.5N,77.6W,40.0,1002.0,31.5,-77.6,20150508,0600,2015-05-08 06:00:00+00:00,2015,5,8,6,0.00892,1.0,0.0,7.0,1,TS,31.4,-77.6,0.10000000000000142,0.0,11.119492664455889,1.8532487774093147,0.0,0.0,1.0,,,,,0.10000000000000142,0.0,1.8532487774093147,,,,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0,0,0
AL012015,ANA,20150508,1200,SS,31.5N,77.5W,40.0,1000.0,31.5,-77.5,20150508,1200,2015-05-08 12:00:00+00:00,2015,5,8,12,0.00892,1.0,0.0,7.0,1,TS,31.5,-77.6,0.0,0.09999999999999432,9.480925724433172,1.5801542874055288,89.97387506694321,0.9999998960474602,0.0004559660829044691,,,,,0.05000000000000071,0.04999999999999716,1.7167015324074217,0.0,-2.0,,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1,6,0
AL012015,ANA,20150508,1800,SS,31.6N,77.4W,45.0,999.0,31.6,-77.4,20150508,1800,2015-05-08 18:00:00+00:00,2015,5,8,18,0.00892,1.0,0.0,7.0,1,TS,31.5,-77.5,0.10000000000000142,0.09999999999999432,14.609409287657034,2.434901547942839,40.41094949164733,0.6482654227623283,0.7614144348846952,5.0,,-3.0,,0.05000000000000071,0.09999999999999432,1.9561015375858943,5.0,-1.0,,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,2,12,0
AL012015,ANA,20150509,0,SS,31.9N,77.3W,50.0,998.0,31.9,-77.3,20150509,0000,2015-05-09 00:00:00+00:00,2015,5,9,0,0.00892,1.0,0.0,7.0,1,TS,31.6,-77.4,0.29999999999999716,0.10000000000000853,34.67266663557166,5.7787777725952765,15.799131056556405,0.2722656540842003,0.9622221228001893,10.0,,-2.0,,0.1999999999999993,0.10000000000000142,2.91177059633824,5.0,-1.0,,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,3,18,0
AL012015,ANA,20150509,600,TS,32.2N,77.5W,50.0,998.0,32.2,-77.5,20150509,0600,2015-05-09 06:00:00+00:00,2015,5,9,6,0.00892,1.0,0.0,7.0,1,TS,31.9,-77.3,0.30000000000000426,-0.20000000000000284,38.31562983609799,6.385938306016332,330.58409425705054,-0.4911455902576866,0.8710774989462353,5.0,10.0,-1.0,-4.0,0.3000000000000007,-0.04999999999999716,4.044942978489994,0.0,0.0,10.0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,4,24,0
AL012015,ANA,20150509,1200,TS,32.5N,77.8W,50.0,1001.0,32.5,-77.8,20150509,1200,2015-05-09 12:00:00+00:00,2015,5,9,12,0.00892,1.0,0.0,7.0,1,TS,32.2,-77.5,0.29999999999999716,-0.29999999999999716,43.66871793386964,7.2781196556449395,319.8892038010193,-0.6442677518676512,0.7648000156272244,0.0,10.0,3.0,1.0,0.3000000000000007,-0.25,5.469434320549847,0.0,3.0,10.0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,5,30,0
AL012015,ANA,20150509,1800,TS,32.7N,78.0W,45.0,1001.0,32.7,-78.0,20150509,1800,2015-05-09 18:00:00+00:00,2015,5,9,18,0.00892,1.0,0.0,7.0,1,TS,32.5,-77.8,0.20000000000000284,-0.20000000000000284,29.078901826102936,4.846483637683822,319.9412916274494,-0.6435722029213643,0.7653854059406557,-5.0,0.0,3.0,2.0,0.25,-0.25,6.072329842985092,-5.0,0.0,0.0,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,6,36,0
AL012015,ANA,20150510,0,TS,33.1N,78.3W,45.0,1001.0,33.1,-78.3,20150510,0000,2015-05-10 00:00:00+00:00,2015,5,10,0,0.00892,1.0,0.0,7.0,1,TS,32.7,-78.0,0.3999999999999986,-0.29999999999999716,52.56191504323349,8.760319173872249,327.8821329201597,-0.5316627196432597,0.8469561691973987,-5.0,-5.0,0.0,3.0,0.3000000000000007,-0.25,6.817715193304336,0.0,0.0,-5.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,7,42,0
AL012015,ANA,20150510,600,TS,33.5N,78.6W,40.0,1002.0,33.5,-78.6,20150510,0600,2015-05-10 06:00:00+00:00,2015,5,10,6,0.00892,1.0,0.0,7.0,1,TS,33.1,-78.3,0.3999999999999986,-0.29999999999999716,52.49425526040818,8.749042543401364,328.00047315054667,-0.529912261004364,0.848052472219286,-5.0,-10.0,1.0,4.0,0.3999999999999986,-0.29999999999999716,7.4084912526505935,-5.0,1.0,-10.0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,8,48,0
AL012015,ANA,20150510,1200,TS,33.9N,78.8W,35.0,1002.0,33.9,-78.8,20150510,1200,2015-05-10 12:00:00+00:00,2015,5,10,12,0.00892,1.0,0.0,7.0,1,TS,33.5,-78.6,0.3999999999999986,-0.20000000000000284,48.17264471355091,8.028774118925151,337.4692328157482,-0.3831794900049688,0.9236739026515429,-10.0,-15.0,1.0,1.0,0.3999999999999986,-0.25,7.596154868470647,-5.0,0.0,-15.0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,9,54,0
AL012015,ANA,20150510,1800,TD,34.3N,78.7W,30.0,1006.0,34.3,-78.7,20150510,1800,2015-05-10 18:00:00+00:00,2015,5,10,18,0.00892,1.0,0.0,7.0,0,TD,33.9,-78.8,0.3999999999999986,0.09999999999999432,45.42102097208647,7.570170162014411,11.667875481407009,0.20223823421692314,0.9793363552022466,-10.0,-15.0,4.0,5.0,0.3999999999999986,-0.05000000000000426,8.277076499553294,-5.0,4.0,-15.0,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,10,60,0
AL012015,ANA,20150511,0,TD,34.7N,78.5W,30.0,1009.0,34.7,-78.5,20150511,0000,2015-05-11 00:00:00+00:00,2015,5,11,0,0.00892,1.0,0.0,7.0,0,TD,34.3,-78.7,0.4000000000000057,0.20000000000000284,48.10605119668598,8.017675199447664,22.338171913763915,0.380072473649812,0.9249567096754923,-5.0,-15.0,7.0,8.0,0.40000000000000213,0.14999999999999858,8.091415505947147,0.0,3.0,-15.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,11,66,0
AL012015,ANA,20150511,600,TD,35.5N,78.0W,30.0,1010.0,35.5,-78.0,20150511,0600,2015-05-11 06:00:00+00:00,2015,5,11,6,0.00892,1.0,0.0,7.0,0,TD,34.7,-78.5,0.7999999999999972,0.5,99.91067683251724,16.651779472086208,26.93922024336507,0.45304505863282707,0.8914876190101455,0.0,-10.0,4.0,8.0,0.6000000000000014,0.3500000000000014,10.067099738118358,0.0,1.0,-10.0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,12,72,0
AL012015,ANA,20150511,1200,TD,36.2N,77.3W,30.0,1012.0,36.2,-77.3,20150511,1200,2015-05-11 12:00:00+00:00,2015,5,11,12,0.00892,1.0,0.0,7.0,0,TD,35.5,-78.0,0.7000000000000028,0.7000000000000028,100.19375587026245,16.698959311710407,38.82213534175838,0.6269048498121231,0.7790958280481544,0.0,-5.0,3.0,10.0,0.75,0.6000000000000014,12.234646036314672,0.0,2.0,-5.0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,13,78,0
AL012015,ANA,20150511,1800,TD,37.0N,76.3W,30.0,1012.0,37.0,-76.3,20150511,1800,2015-05-11 18:00:00+00:00,2015,5,11,18,0.00892,1.0,0.0,7.0,0,TD,36.2,-77.3,0.7999999999999972,1.0,126.02277318445586,21.003795530742643,44.80355130000487,0.7046781891367414,0.7095270606220476,0.0,0.0,2.0,6.0,0.75,0.8500000000000014,15.59305237849673,0.0,0.0,0.0,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,14,84,0
AL012016,ALEX,20160113,0,SS,25.4N,34.7W,50.0,988.0,25.4,-34.7,20160113,0000,2016-01-13 00:00:00+00:00,2016,1,13,0,0.0,0.0,0.0,0.0,1,TS,25.1,-35.9,0.29999999999999716,1.1999999999999957,125.2098322218532,20.868305370308867,74.29329993267021,0.962660096305817,0.2707130195991233,,,,,0.29999999999999716,1.1999999999999957,20.868305370308867,,,,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0
AL012016,ALEX,20160113,600,SS,25.6N,33.6W,45.0,989.0,25.6,-33.6,20160113,0600,2016-01-13 06:00:00+00:00,2016,1,13,6,0.0,0.0,0.0,0.0,1,TS,25.4,-34.7,0.20000000000000284,1.1000000000000014,112.61644862945454,18.76940810490909,78.37423031709028,0.9794847125487297,0.20151848025263677,,,,,0.25,1.1499999999999986,19.81885673760898,-5.0,1.0,,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1,6,0
AL012016,ALEX,20160113,1200,SS,26.0N,32.5W,45.0,989.0,26.0,-32.5,20160113,1200,2016-01-13 12:00:00+00:00,2016,1,13,12,0.0,0.0,0.0,0.0,1,TS,25.6,-33.6,0.3999999999999986,1.1000000000000014,118.76440250289731,19.79406708381622,67.76761524945073,0.9256568735577574,0.3783640474929904,-5.0,,1.0,,0.3000000000000007,1.1000000000000014,19.81059351967806,0.0,0.0,,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,2,12,0
AL012016,ALEX,20160113,1800,SS,26.7N,31.4W,45.0,990.0,26.7,-31.4,20160113,1800,2016-01-13 18:00:00+00:00,2016,1,13,18,0.0,0.0,0.0,0.0,1,TS,26.0,-32.5,0.6999999999999993,1.1000000000000014,134.43076300689648,22.40512716781608,54.376462294861255,0.8128615502410951,0.5824569513188453,0.0,,1.0,,0.5499999999999989,1.1000000000000014,20.459226931712564,0.0,1.0,,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,3,18,0
AL012016,ALEX,20160114,0,SS,27.9N,30.4W,55.0,988.0,27.9,-30.4,20160114,0000,2016-01-14 00:00:00+00:00,2016,1,14,0,0.0,0.0,0.0,0.0,1,TS,26.7,-31.4,1.1999999999999993,1.0,166.03396321720047,27.672327202866743,36.29233376890926,0.5919053395112847,0.8060074869739305,10.0,5.0,-1.0,0.0,0.9499999999999993,1.0500000000000007,22.160232389852034,10.0,-2.0,5.0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,4,24,0
AL012016,ALEX,20160114,600,HU,29.3N,29.6W,65.0,985.0,29.3,-29.6,20160114,0600,2016-01-14 06:00:00+00:00,2016,1,14,6,0.0,0.0,0.0,0.0,2,C1,27.9,-30.4,1.4000000000000021,0.7999999999999972,174.1647081380515,29.027451356341917,26.452580036022027,0.4454569818211212,0.8953033437594307,20.0,20.0,-5.0,-4.0,1.3000000000000007,0.8999999999999986,24.72474320271024,10.0,-3.0,20.0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,5,30,0
AL012016,ALEX,20160114,1200,HU,30.8N,28.7W,75.0,981.0,30.8,-28.7,20160114,1200,2016-01-14 12:00:00+00:00,2016,1,14,12,0.0,0.0,0.0,0.0,2,C1,29.3,-29.6,1.5,0.9000000000000021,187.94294449434497,31.32382408239083,27.221043270330938,0.4574245560450257,0.8892484329629213,20.0,30.0,-7.0,-8.0,1.450000000000001,0.8499999999999996,27.607182452353893,10.0,-4.0,30.0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,6,36,0
AL012016,ALEX,20160114,1800,HU,32.5N,28.0W,75.0,981.0,32.5,-28.0,20160114,1800,2016-01-14 18:00:00+00:00,2016,1,14,18,0.0,0.0,0.0,0.0,2,C1,30.8,-28.7,1.6999999999999993,0.6999999999999993,200.30605423012767,33.38434237168794,19.13392217630195,0.3277773020645196,0.944755015996901,10.0,30.0,-4.0,-9.0,1.5999999999999996,0.8000000000000007,30.35198625332186,0.0,0.0,30.0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,7,42,0
AL012016,ALEX,20160115,0,HU,33.9N,27.6W,70.0,984.0,33.9,-27.6,20160115,0000,2016-01-15 00:00:00+00:00,2016,1,15,0,0.0,0.0,0.0,0.0,2,C1,32.5,-28.0,1.3999999999999986,0.3999999999999986,160.05948883859142,26.67658147309857,13.33649256397814,0.23066952309017344,0.9730321531775565,-5.0,15.0,3.0,-4.0,1.549999999999999,0.5499999999999989,30.103049820879814,-5.0,3.0,15.0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,8,48,0
AL012016,ALEX,20160115,600,HU,35.4N,27.2W,65.0,986.0,35.4,-27.2,20160115,0600,2016-01-15 06:00:00+00:00,2016,1,15,6,0.0,0.0,0.0,0.0,2,C1,33.9,-27.6,1.5,0.40000000000000213,170.75800517519284,28.459667529198807,12.259696794067622,0.21234305667044157,0.9771951833097898,-10.0,0.0,5.0,1.0,1.4499999999999993,0.40000000000000036,29.961103864094035,-5.0,2.0,0.0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,9,54,0
AL012016,ALEX,20160115,1200,TS,38.0N,27.0W,55.0,986.0,38.0,-27.0,20160115,1200,2016-01-15 12:00:00+00:00,2016,1,15,12,0.0,0.0,0.0,0.0,1,TS,35.4,-27.2,2.6000000000000014,0.1999999999999993,289.6558899442207,48.27598165737012,3.4697774029600055,0.06052203110303942,0.9981668616775267,-15.0,-20.0,2.0,5.0,2.0500000000000007,0.3000000000000007,34.199143257838855,-10.0,0.0,-20.0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,10,60,0
AL012017,ARLENE,20170419,600,SD,31.3N,41.8W,30.0,996.0,31.3,-41.8,20170419,0600,2017-04-19 06:00:00+00:00,2017,4,19,6,0.0,0.0,0.0,0.0,0,TD,31.1,-42.6,0.1999999999999993,0.8000000000000043,79.27283479818675,13.212139133031124,73.50082121073876,0.9588238055137142,0.284001602073297,,,,,0.1999999999999993,0.8000000000000043,13.212139133031124,,,,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0,0,0
AL012017,ARLENE,20170419,1200,SD,31.7N,41.1W,30.0,996.0,31.7,-41.1,20170419,1200,2017-04-19 12:00:00+00:00,2017,4,19,12,0.0,0.0,0.0,0.0,0,TD,31.3,-41.8,0.3999999999999986,0.6999999999999957,79.8920950801175,13.315349180019583,55.98801667955229,0.8289206001241279,0.5593662831185445,,,,,0.29999999999999893,0.75,13.263744156525354,0.0,0.0,,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1,6,0
AL012017,ARLENE,20170419,1800,SD,32.1N,40.4W,30.0,996.0,32.1,-40.4,20170419,1800,2017-04-19 18:00:00+00:00,2017,4,19,18,0.0,0.0,0.0,0.0,0,TD,31.7,-41.1,0.40000000000000213,0.7000000000000028,79.6550509520106,13.2758418253351,55.8715937053081,0.8277822773743408,0.5610494641873832,0.0,,0.0,,0.40000000000000036,0.6999999999999993,13.267776712795268,0.0,0.0,,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,2,12,0
AL012017,ARLENE,20170420,0,TD,32.8N,39.6W,30.0,996.0,32.8,-39.6,20170420,0000,2017-04-20 00:00:00+00:00,2017,4,20,0,0.0,0.0,0.0,0.0,0,TD,32.1,-40.4,0.6999999999999957,0.7999999999999972,108.13551622728052,18.022586037880085,43.74811701738673,0.6914893154616261,0.7223866877250796,0.0,,0.0,,0.5499999999999989,0.75,14.456479044066473,0.0,0.0,,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,3,18,0
AL012017,ARLENE,20170420,600,TS,33.8N,39.2W,35.0,994.0,33.8,-39.2,20170420,0600,2017-04-20 06:00:00+00:00,2017,4,20,6,0.0,0.0,0.0,0.0,1,TS,32.8,-39.6,1.0,0.3999999999999986,117.24423775851233,19.54070629308539,18.376443764151645,0.3152588952093513,0.9490057054577592,5.0,5.0,-2.0,-2.0,0.8499999999999979,0.5999999999999979,16.03862083408004,5.0,-2.0,5.0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,4,24,0
AL012017,ARLENE,20170420,1200,TS,35.4N,39.6W,35.0,994.0,35.4,-39.6,20170420,1200,2017-04-20 12:00:00+00:00,2017,4,20,12,0.0,0.0,0.0,0.0,1,TS,33.8,-39.2,1.6000000000000014,-0.3999999999999986,181.6392632149047,30.27321053581745,348.48493374054857,-0.19962560443886312,0.9798722457812644,5.0,5.0,-2.0,-2.0,1.3000000000000007,0.0,20.278086173029507,0.0,0.0,5.0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,5,30,0
AL012017,ARLENE,20170420,1800,TS,37.3N,40.7W,40.0,992.0,37.3,-40.7,20170420,1800,2017-04-20 18:00:00+00:00,2017,4,20,18,0.0,0.0,0.0,0.0,1,TS,35.4,-39.6,1.8999999999999986,-1.1000000000000014,233.1043119562215,38.85071865937025,335.32515997460536,-0.4174680854199496,0.9086915855535374,5.0,10.0,-2.0,-4.0,1.75,-0.75,26.67180538153829,5.0,-2.0,10.0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,6,36,0
AL012017,ARLENE,20170421,0,TS,39.0N,43.0W,45.0,990.0,39.0,-43.0,20170421,0000,2017-04-21 00:00:00+00:00,2017,4,21,0,0.0,0.0,0.0,0.0,1,TS,37.3,-40.7,1.7000000000000028,-2.299999999999997,275.9916532921441,45.99860888202402,313.9309856032471,-0.7201760140688048,0.6937914014745128,10.0,15.0,-4.0,-6.0,1.8000000000000007,-1.6999999999999993,33.66581109257428,5.0,-2.0,15.0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,7,42,0
AL012017,ARLENE,20170421,600,TS,40.0N,46.3W,45.0,990.0,40.0,-46.3,20170421,0600,2017-04-21 06:00:00+00:00,2017,4,21,6,0.0,0.0,0.0,0.0,1,TS,39.0,-43.0,1.0,-3.299999999999997,304.16903222262334,50.69483870377056,292.4848984368068,-0.9239803650566761,0.3824399102992934,5.0,10.0,-2.0,-4.0,1.3500000000000014,-2.799999999999997,41.45434419524557,0.0,0.0,10.0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,8,48,0
AL012018,ALBERTO,20180525,1800,SD,18.7N,86.5W,30.0,1006.0,18.7,-86.5,20180525,1800,2018-05-25 18:00:00+00:00,2018,5,25,18,0.0,0.0,0.0,7.0,0,TD,18.8,-87.1,-0.10000000000000142,0.5999999999999943,64.14734860085927,10.69122476680988,99.8857146932719,0.9851521618679766,-0.17168348192779645,,,,,-0.10000000000000142,0.5999999999999943,10.69122476680988,,,,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0
AL012018,ALBERTO,20180526,0,SD,18.9N,85.9W,30.0,1006.0,18.9,-85.9,20180526,0000,2018-05-26 00:00:00+00:00,2018,5,26,0,0.0,0.0,0.0,7.0,0,TD,18.7,-86.5,0.1999999999999993,0.5999999999999943,66.95849634796399,11.159749391327331,70.50535000792627,0.9426726562827581,0.33371883839065636,,,,,0.049999999999998934,0.5999999999999943,10.925487079068606,0.0,0.0,,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,6,0
AL012018,ALBERTO,20180526,600,SD,19.6N,85.7W,30.0,1005.0,19.6,-85.7,20180526,0600,2018-05-26 06:00:00+00:00,2018,5,26,6,0.0,0.0,0.0,7.0,0,TD,18.9,-85.9,0.7000000000000028,0.20000000000000284,80.6183580771001,13.436393012850017,15.062809076580379,0.2598777615968219,0.965641522008776,0.0,,-1.0,,0.45000000000000107,0.3999999999999986,11.762455723662407,0.0,-1.0,,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,2,12,0
