storm_id,storm_name,Date,Time_UTC,status,Latitude,Longitude,wind_kt,pressure_mb,lat,lon,date_str,time_str,timestamp,year,month,day,hour,noaa_damage_B,noaa_deaths,noaa_injuries,noaa_n_episodes,intensity_class,intensity_label,lat_prev,lon_prev,delta_lat,delta_lon,dist_km,speed_kmh,bearing,bearing_sin,bearing_cos,wind_trend_12h,wind_trend_24h,pres_trend_12h,pres_trend_24h,delta_lat_12h,delta_lon_12h,speed_mean_24h,delta_wind_kt,delta_pres_mb,wind_change_24h,is_RI,month_sin,month_cos,hour_sin,hour_cos,storm_age_step,storm_age_h,is_peak_season
AL011996,ARTHUR,19960618,0,TD,27.7N,78.3W,25.0,1010.0,27.7,-78.3,19960618,0000,1996-06-18 00:00:00+00:00,1996,6,18,0,0.002,0.0,0.0,22.0,0,TD,26.8,-77.8,0.8999999999999986,-0.5,111.61557703063981,18.602596171773303,333.8294013704878,-0.4410453659044097,0.8974848105757809,,,,,0.8999999999999986,-0.5,18.602596171773303,,,,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,0
AL011996,ARTHUR,19960618,600,TD,28.6N,78.8W,25.0,1009.0,28.6,-78.8,19960618,0600,1996-06-18 06:00:00+00:00,1996,6,18,6,0.002,0.0,0.0,22.0,0,TD,27.7,-78.3,0.9000000000000021,-0.5,111.4363938995878,18.572732316597968,334.020022393719,-0.438057030432052,0.8989471831476264,,,,,0.9000000000000004,-0.5,18.587664244185635,0.0,-1.0,,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,1,6,0
AL011996,ARTHUR,19960618,1200,TD,29.7N,78.8W,25.0,1008.0,29.7,-78.8,19960618,1200,1996-06-18 12:00:00+00:00,1996,6,18,12,0.002,0.0,0.0,22.0,0,TD,28.6,-78.8,1.0999999999999979,0.0,122.31441930901407,20.385736551502344,0.0,0.0,1.0,0.0,,-2.0,,1.0,-0.25,19.18702167995787,0.0,-1.0,,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2,12,0
AL011996,ARTHUR,19960618,1800,TD,30.6N,78.7W,30.0,1008.0,30.6,-78.7,19960618,1800,1996-06-18 18:00:00+00:00,1996,6,18,18,0.002,0.0,0.0,22.0,0,TD,29.7,-78.8,0.9000000000000021,0.09999999999999432,100.53626331313882,16.756043885523138,5.463034244738367,0.09520352873085244,0.995457828397162,5.0,,-1.0,,1.0,0.04999999999999716,18.579277231349188,5.0,0.0,,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,3,18,0
AL011996,ARTHUR,19960619,0,TS,31.5N,78.7W,35.0,1004.0,31.5,-78.7,19960619,0000,1996-06-19 00:00:00+00:00,1996,6,19,0,0.002,0.0,0.0,22.0,1,TS,30.6,-78.7,0.8999999999999986,0.0,100.07543398010229,16.679238996683715,0.0,0.0,1.0,10.0,10.0,-4.0,-6.0,0.9000000000000004,0.04999999999999716,18.09843793757679,5.0,-4.0,10.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,4,24,0
AL011996,ARTHUR,19960619,600,TS,32.3N,78.6W,35.0,1006.0,32.3,-78.6,19960619,0600,1996-06-19 06:00:00+00:00,1996,6,19,6,0.002,0.0,0.0,22.0,1,TS,31.5,-78.7,0.7999999999999972,0.10000000000000853,89.4554218417502,14.909236973625033,6.031267617471144,0.10507118102284474,0.994464703706705,5.0,10.0,-2.0,-3.0,0.8499999999999979,0.05000000000000426,17.182564101833556,0.0,2.0,10.0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,5,30,0
AL011996,ARTHUR,19960619,1200,TS,33.2N,78.1W,40.0,1005.0,33.2,-78.1,19960619,1200,1996-06-19 12:00:00+00:00,1996,6,19,12,0.002,0.0,0.0,22.0,1,TS,32.3,-78.6,0.9000000000000057,0.5,110.46017922354142,18.410029870590236,24.90916276575399,0.42118086285267115,0.9069766704643948,5.0,15.0,1.0,-3.0,0.8500000000000014,0.30000000000000426,16.688637431605528,5.0,-1.0,15.0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,6,36,0
AL011996,ARTHUR,19960619,1800,TS,33.9N,77.3W,40.0,1005.0,33.9,-77.3,19960619,1800,1996-06-19 18:00:00+00:00,1996,6,19,18,0.002,0.0,0.0,22.0,1,TS,33.2,-78.1,0.6999999999999957,0.7999999999999972,107.49189083775858,17.91531513962643,43.38481055651869,0.6868948675024299,0.7267567963210384,5.0,10.0,-1.0,-3.0,0.8000000000000007,0.6499999999999986,16.978455245131354,0.0,0.0,10.0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,7,42,0
AL011996,ARTHUR,19960620,0,TS,34.7N,76.4W,35.0,1005.0,34.7,-76.4,19960620,0000,1996-06-20 00:00:00+00:00,1996,6,20,0,0.002,0.0,0.0,22.0,1,TS,33.9,-77.3,0.8000000000000043,0.8999999999999915,121.43941876421015,20.239903127368358,42.65039706069524,0.6775231748083691,0.7355014259657068,-5.0,0.0,0.0,1.0,0.75,0.8499999999999943,17.868621277802514,-5.0,0.0,0.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,8,48,0
AL011996,ARTHUR,19960620,600,TS,35.5N,75.4W,35.0,1005.0,35.5,-75.4,19960620,0600,1996-06-20 06:00:00+00:00,1996,6,20,6,0.002,0.0,0.0,22.0,1,TS,34.7,-76.4,0.7999999999999972,1.0,127.23616936797981,21.206028227996637,45.35606718152712,0.7114874451956459,0.7026988084015603,-5.0,0.0,0.0,-1.0,0.8000000000000007,0.9499999999999957,19.442819091395414,0.0,0.0,0.0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,9,54,0
AL011996,ARTHUR,19960620,1200,TD,36.4N,74.1W,30.0,1005.0,36.4,-74.1,19960620,1200,1996-06-20 12:00:00+00:00,1996,6,20,12,0.002,0.0,0.0,22.0,0,TD,35.5,-75.4,0.8999999999999986,1.3000000000000114,153.97371935361278,25.662286558935463,49.08290304371258,0.755658062052669,0.6549663298634554,-5.0,-10.0,0.0,0.0,0.8499999999999979,1.1500000000000057,21.25588326348172,-5.0,0.0,-10.0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,10,60,0
AL011996,ARTHUR,19960620,1800,TD,36.9N,72.5W,30.0,1004.0,36.9,-72.5,19960620,1800,1996-06-20 18:00:00+00:00,1996,6,20,18,0.002,0.0,0.0,22.0,0,TD,36.4,-74.1,0.5,1.5999999999999943,153.1810704696941,25.530178411615683,68.24250937952075,0.928761099740917,0.3706788631794944,-5.0,-10.0,-1.0,-1.0,0.6999999999999993,1.4500000000000028,23.159599081479037,0.0,-1.0,-10.0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,11,66,0
AL011996,ARTHUR,19960621,0,TD,37.3N,70.3W,30.0,1003.0,37.3,-70.3,19960621,0000,1996-06-21 00:00:00+00:00,1996,6,21,0,0.002,0.0,0.0,22.0,0,TD,36.9,-72.5,0.3999999999999986,2.200000000000003,200.11214927373774,33.35202487895629,76.49619694398689,0.9723544231214404,0.23350990522067977,0.0,-5.0,-2.0,-2.0,0.4499999999999993,1.8999999999999986,26.437629519376017,0.0,-1.0,-5.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,12,72,0
AL011996,ARTHUR,19960621,600,TD,37.3N,66.5W,30.0,1002.0,37.3,-66.5,19960621,0600,1996-06-21 06:00:00+00:00,1996,6,21,6,0.002,0.0,0.0,22.0,0,TD,37.3,-70.3,0.0,3.799999999999997,336.0973103594796,56.0162183932466,88.84835492601343,0.9997980018339652,0.020098644949611326,0.0,-5.0,-2.0,-3.0,0.1999999999999993,3.0,35.14017706068851,0.0,-1.0,-5.0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,13,78,0
AL011998,ALEX,19980727,1800,TD,11.7N,27.2W,25.0,1009.0,11.7,-27.2,19980727,1800,1998-07-27 18:00:00+00:00,1998,7,27,18,0.0,0.0,0.0,0.0,0,TD,11.3,-25.4,0.3999999999999986,-1.8000000000000007,201.11204816066262,33.51867469344377,282.9555397893321,-0.9745443282722489,0.2241948978732371,,,,,0.3999999999999986,-1.8000000000000007,33.51867469344377,,,,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,0,0
AL011998,ALEX,19980728,0,TD,12.2N,29.2W,25.0,1009.0,12.2,-29.2,19980728,0000,1998-07-28 00:00:00+00:00,1998,7,28,0,0.0,0.0,0.0,0.0,0,TD,11.7,-27.2,0.5,-2.0,224.56045119523776,37.42674186587296,284.5401238850025,-0.9679720634070383,0.25105793049318414,,,,,0.4499999999999993,-1.9000000000000004,35.47270827965836,0.0,0.0,,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,6,0
AL011998,ALEX,19980728,600,TD,12.6N,31.3W,25.0,1008.0,12.6,-31.3,19980728,0600,1998-07-28 06:00:00+00:00,1998,7,28,6,0.0,0.0,0.0,0.0,0,TD,12.2,-29.2,0.40000000000000036,-2.1000000000000014,232.3577051880691,38.72628419801152,281.2598978960924,-0.980751563744682,0.19525975062045198,0.0,,-1.0,,0.4500000000000002,-2.0500000000000007,36.55723358577608,0.0,-1.0,,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2,12,0
AL011998,ALEX,19980728,1200,TD,12.9N,33.3W,30.0,1007.0,12.9,-33.3,19980728,1200,1998-07-28 12:00:00+00:00,1998,7,28,12,0.0,0.0,0.0,0.0,0,TD,12.6,-31.3,0.3000000000000007,-1.9999999999999964,219.45556808970977,36.57592801495163,278.96297562687795,-0.9877892218887403,0.15579619096896105,5.0,,-2.0,,0.35000000000000053,-2.049999999999999,36.56190719306997,5.0,-1.0,,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,3,18,0
AL011998,ALEX,19980728,1800,TD,13.1N,35.1W,30.0,1006.0,13.1,-35.1,19980728,1800,1998-07-28 18:00:00+00:00,1998,7,28,18,0.0,0.0,0.0,0.0,0,TD,12.9,-33.3,0.1999999999999993,-1.8000000000000043,196.2843991256407,32.714066520940115,276.7074915429059,-0.9931553861061628,0.11680059523957373,5.0,5.0,-2.0,-3.0,0.25,-1.9000000000000004,36.360755149944055,0.0,-1.0,5.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,4,24,0
AL011998,ALEX,19980729,0,TS,13.3N,36.8W,35.0,1005.0,13.3,-36.8,19980729,0000,1998-07-29 00:00:00+00:00,1998,7,29,0,0.0,0.0,0.0,0.0,1,TS,13.1,-35.1,0.20000000000000107,-1.6999999999999957,185.3753087448528,30.895884790808797,277.08380935508217,-0.9923668255783722,0.1233210585889721,5.0,10.0,-2.0,-4.0,0.20000000000000018,-1.75,34.72804088117801,5.0,-1.0,10.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,5,30,0
AL011998,ALEX,19980729,600,TS,13.5N,38.5W,35.0,1005.0,13.5,-38.5,19980729,0600,1998-07-29 06:00:00+00:00,1998,7,29,6,0.0,0.0,0.0,0.0,1,TS,13.3,-36.8,0.1999999999999993,-1.7000000000000028,185.2245985110284,30.870766418504733,277.0923297145209,-0.9923484757376161,0.12346863043392814,5.0,10.0,-1.0,-3.0,0.20000000000000018,-1.6999999999999993,32.76416143630132,0.0,0.0,10.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,6,36,0
AL011998,ALEX,19980729,1200,TS,13.7N,40.0W,35.0,1005.0,13.7,-40.0,19980729,1200,1998-07-29 12:00:00+00:00,1998,7,29,12,0.0,0.0,0.0,0.0,1,TS,13.5,-38.5,0.1999999999999993,-1.5,163.63360812928056,27.27226802154676,277.98698710036933,-0.990299651909538,0.13894818972497613,0.0,5.0,0.0,-2.0,0.1999999999999993,-1.6000000000000014,30.438246437950102,0.0,0.0,5.0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,7,42,0
AL011998,ALEX,19980729,1800,TS,13.9N,41.3W,35.0,1005.0,13.9,-41.3,19980729,1800,1998-07-29 18:00:00+00:00,1998,7,29,18,0.0,0.0,0.0,0.0,1,TS,13.7,-40.0,0.20000000000000107,-1.2999999999999972,142.1311378274583,23.68852297124305,279.1566024149425,-0.9872570808280969,0.1591334545429856,0.0,5.0,0.0,-1.0,0.20000000000000018,-1.3999999999999986,28.181860550525837,0.0,0.0,5.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,8,48,0
AL011998,ALEX,19980730,0,TS,14.2N,42.6W,35.0,1005.0,14.2,-42.6,19980730,0000,1998-07-30 00:00:00+00:00,1998,7,30,0,0.0,0.0,0.0,0.0,1,TS,13.9,-41.3,0.29999999999999893,-1.3000000000000043,144.14177643611603,24.02362940601934,283.5383774461869,-0.9722133375913733,0.23409661725330944,0.0,0.0,0.0,0.0,0.25,-1.3000000000000007,26.46379670432847,0.0,0.0,0.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,9,54,0
AL011998,ALEX,19980730,600,TS,14.4N,43.9W,40.0,1003.0,14.4,-43.9,19980730,0600,1998-07-30 06:00:00+00:00,1998,7,30,6,0.0,0.0,0.0,0.0,1,TS,14.2,-42.6,0.20000000000000107,-1.2999999999999972,141.82866189259383,23.638110315432304,279.1814619408858,-0.9871879429882614,0.15956179122398031,5.0,5.0,-2.0,-2.0,0.25,-1.3000000000000007,24.655632678560362,5.0,-2.0,5.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,10,60,0
AL011998,ALEX,19980730,1200,TS,14.7N,45.0W,40.0,1003.0,14.7,-45.0,19980730,1200,1998-07-30 12:00:00+00:00,1998,7,30,12,0.0,0.0,0.0,0.0,1,TS,14.4,-43.9,0.29999999999999893,-1.1000000000000014,123.00123662181596,20.500206103635993,285.87361547791704,-0.9618673649112115,0.27351631088248163,5.0,5.0,-2.0,-2.0,0.25,-1.1999999999999993,22.962617199082672,0.0,0.0,5.0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,11,66,0
AL011998,ALEX,19980730,1800,TS,15.1N,46.1W,45.0,1003.0,15.1,-46.1,19980730,1800,1998-07-30 18:00:00+00:00,1998,7,30,18,0.0,0.0,0.0,0.0,1,TS,14.7,-45.0,0.40000000000000036,-1.1000000000000014,126.29268162369428,21.048780270615712,290.76155934441726,-0.9350637129275229,0.3544796930237262,5.0,10.0,0.0,-2.0,0.34999999999999964,-1.1000000000000014,22.302681523925838,5.0,0.0,10.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,12,72,0
AL011998,ALEX,19980731,0,TS,15.4N,47.1W,45.0,1002.0,15.4,-47.1,19980731,0000,1998-07-31 00:00:00+00:00,1998,7,31,0,0.0,0.0,0.0,0.0,1,TS,15.1,-46.1,0.3000000000000007,-1.0,112.34597144343174,18.72432857390529,287.40413635890735,-0.9542187373531911,0.2991096810270134,5.0,10.0,-1.0,-3.0,0.35000000000000053,-1.0500000000000007,20.977856315897323,0.0,-1.0,10.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,13,78,0
AL011998,ALEX,19980731,600,TS,15.6N,48.1W,45.0,1003.0,15.6,-48.1,19980731,0600,1998-07-31 06:00:00+00:00,1998,7,31,6,0.0,0.0,0.0,0.0,1,TS,15.4,-47.1,0.1999999999999993,-1.0,109.43415832719204,18.23902638786534,281.85850929106675,-0.9786580511809699,0.2054955446199893,0.0,5.0,0.0,0.0,0.25,-1.0,19.628085334005583,0.0,1.0,5.0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,14,84,0
AL011998,ALEX,19980731,1200,TS,15.7N,49.2W,45.0,1003.0,15.7,-49.2,19980731,1200,1998-07-31 12:00:00+00:00,1998,7,31,12,0.0,0.0,0.0,0.0,1,TS,15.6,-48.1,0.09999999999999964,-1.1000000000000014,118.30349746738105,19.71724957789684,275.5414626629032,-0.9953265780010611,0.09656605575820967,0.0,5.0,1.0,0.0,0.14999999999999947,-1.0500000000000007,19.432346202570795,0.0,0.0,5.0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,15,90,0
AL011998,ALEX,19980731,1800,TS,15.8N,50.4W,40.0,1005.0,15.8,-50.4,19980731,1800,1998-07-31 18:00:00+00:00,1998,7,31,18,0.0,0.0,0.0,0.0,1,TS,15.7,-49.2,0.10000000000000142,-1.1999999999999957,128.90446173875162,21.484076956458605,275.1112519815389,-0.9960235887751333,0.08908990180432423,-5.0,-5.0,2.0,2.0,0.10000000000000053,-1.1499999999999986,19.54117037403152,-5.0,2.0,-5.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,16,96,0
AL011998,ALEX,19980801,0,TS,15.9N,51.7W,35.0,1007.0,15.9,-51.7,19980801,0000,1998-08-01 00:00:00+00:00,1998,8,1,0,0.359684,1.0,4.0,13.0,1,TS,15.8,-50.4,0.09999999999999964,-1.3000000000000043,139.50111026440277,23.250185044067127,274.7491698256221,-0.9965667022241476,0.08279376799063592,-10.0,-10.0,4.0,5.0,0.10000000000000053,-1.25,20.672634491571976,-5.0,2.0,-10.0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,17,102,1
AL011998,ALEX,19980801,600,TS,16.3N,53.1W,35.0,1009.0,16.3,-53.1,19980801,0600,1998-08-01 06:00:00+00:00,1998,8,1,6,0.359684,1.0,4.0,13.0,1,TS,15.9,-51.7,0.40000000000000036,-1.3999999999999986,156.03993186182754,26.00665531030459,286.754623099105,-0.9575481036204182,0.2882735320020568,-5.0,-10.0,4.0,6.0,0.25,-1.3500000000000014,22.61454172218179,0.0,2.0,-10.0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,18,108,1
AL011998,ALEX,19980801,1200,TS,16.9N,54.3W,40.0,1009.0,16.9,-54.3,19980801,1200,1998-08-01 12:00:00+00:00,1998,8,1,12,0.359684,1.0,4.0,13.0,1,TS,16.3,-53.1,0.5999999999999979,-1.1999999999999957,144.2301953443383,24.038365890723053,297.723530197258,-0.8852026500358332,0.46520561945180566,5.0,-5.0,2.0,6.0,0.4999999999999991,-1.2999999999999972,23.694820800388346,5.0,0.0,-5.0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,19,114,1
AL011998,ALEX,19980801,1800,TS,17.7N,55.4W,40.0,1012.0,17.7,-55.4,19980801,1800,1998-08-01 18:00:00+00:00,1998,8,1,18,0.359684,1.0,4.0,13.0,1,TS,16.9,-54.3,0.8000000000000007,-1.1000000000000014,146.80136697213354,24.46689449535559,307.4602100899125,-0.7937759124167522,0.6082103261758653,5.0,0.0,3.0,7.0,0.6999999999999993,-1.1499999999999986,24.44052518511259,0.0,3.0,0.0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,20,120,1
AL011998,ALEX,19980802,0,TS,18.4N,56.5W,35.0,1012.0,18.4,-56.5,19980802,0000,1998-08-02 00:00:00+00:00,1998,8,2,0,0.359684,1.0,4.0,13.0,1,TS,17.7,-55.4,0.6999999999999993,-1.1000000000000014,139.9383938758358,23.323065645972633,303.96393397117305,-0.8293894039743223,0.5586709376503475,-5.0,0.0,3.0,5.0,0.75,-1.1000000000000014,24.45874533558897,-5.0,0.0,0.0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,21,126,1
AL011998,ALEX,19980802,600,TS,19.0N,57.7W,35.0,1012.0,19.0,-57.7,19980802,0600,1998-08-02 06:00:00+00:00,1998,8,2,6,0.359684,1.0,4.0,13.0,1,TS,18.4,-56.5,0.6000000000000014,-1.2000000000000028,142.91718321823237,23.81953053637206,298.01944901435104,-0.8827881801822095,0.4697712517072355,-5.0,0.0,0.0,3.0,0.6500000000000004,-1.1500000000000021,23.911964142105834,0.0,0.0,0.0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,22,132,1
AL011998,ALEX,19980802,1200,TS,19.9N,58.6W,35.0,1012.0,19.9,-58.6,19980802,1200,1998-08-02 12:00:00+00:00,1998,8,2,12,0.359684,1.0,4.0,13.0,1,TS,19.0,-57.7,0.8999999999999986,-0.8999999999999986,137.54801120393543,22.924668533989237,316.8313688725729,-0.6841479002403892,0.7293433009198524,0.0,-5.0,0.0,3.0,0.75,-1.0500000000000007,23.633539802922378,0.0,0.0,-5.0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,23,138,1
AL011998,ALEX,19980802,1800,TD,21.0N,59.3W,30.0,1014.0,21.0,-59.3,19980802,1800,1998-08-02 18:00:00+00:00,1998,8,2,18,0.359684,1.0,4.0,13.0,0,TD,19.9,-58.6,1.1000000000000014,-0.6999999999999957,142.40613705688023,23.734356176146704,329.31572842583495,-0.5103068582087468,0.8599923897716294,-5.0,-10.0,2.0,2.0,1.0,-0.7999999999999972,23.450405223120157,-5.0,2.0,-10.0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,24,144,1
AL011999,ARLENE,19990612,0,TD,27.7N,57.4W,30.0,1010.0,27.7,-57.4,19990612,0000,1999-06-12 00:00:00+00:00,1999,6,12,0,0.0,0.0,0.0,0.0,0,TD,27.1,-58.1,0.5999999999999979,0.7000000000000028,96.05455977248025,16.009093295413376,45.84644330552595,0.7174754861467214,0.6965837543171143,,,,,0.5999999999999979,0.7000000000000028,16.009093295413376,,,,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,0
AL011999,ARLENE,19990612,600,TD,28.1N,57.3W,30.0,1010.0,28.1,-57.3,19990612,0600,1999-06-12 06:00:00+00:00,1999,6,12,6,0.0,0.0,0.0,0.0,0,TD,27.7,-57.4,0.40000000000000213,0.10000000000000142,45.55062650924569,7.591771084874281,12.435487856411328,0.215340217154801,0.9765390882477378,,,,,0.5,0.40000000000000213,11.800432190143828,0.0,0.0,,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,1,6,0
AL011999,ARLENE,19990612,1200,TS,28.3N,57.3W,35.0,1009.0,28.3,-57.3,19990612,1200,1999-06-12 12:00:00+00:00,1999,6,12,12,0.0,0.0,0.0,0.0,1,TS,28.1,-57.3,0.1999999999999993,0.0,22.238985328911777,3.7064975548186294,0.0,0.0,1.0,5.0,,-1.0,,0.3000000000000007,0.05000000000000071,9.102453978368763,5.0,-1.0,,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2,12,0
AL011999,ARLENE,19990612,1800,TS,28.5N,57.4W,45.0,1008.0,28.5,-57.4,19990612,1800,1999-06-12 18:00:00+00:00,1999,6,12,18,0.0,0.0,0.0,0.0,1,TS,28.3,-57.3,0.1999999999999993,-0.10000000000000142,24.294959375558946,4.049159895926491,336.28270591432215,-0.4022241407816708,0.9155412282210161,15.0,,-2.0,,0.1999999999999993,-0.05000000000000071,7.839130457758195,10.0,-1.0,,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,3,18,0
AL011999,ARLENE,19990613,0,TS,28.8N,57.5W,50.0,1006.0,28.8,-57.5,19990613,0000,1999-06-13 00:00:00+00:00,1999,6,13,0,0.0,0.0,0.0,0.0,1,TS,28.5,-57.4,0.3000000000000007,-0.10000000000000142,34.75640506857137,5.792734178095228,343.71861155193324,-0.280354917820632,0.9598964111057957,15.0,20.0,-3.0,-4.0,0.25,-0.10000000000000142,5.285040678428658,5.0,-2.0,20.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,4,24,0
AL011999,ARLENE,19990613,600,TS,29.0N,57.8W,50.0,1006.0,29.0,-57.8,19990613,0600,1999-06-13 06:00:00+00:00,1999,6,13,6,0.0,0.0,0.0,0.0,1,TS,28.8,-57.5,0.1999999999999993,-0.29999999999999716,36.707677123352546,6.117946187225424,307.36170537183347,-0.7948203932456025,0.6068447433082911,5.0,20.0,-2.0,-4.0,0.25,-0.1999999999999993,4.916584454016443,0.0,0.0,20.0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,5,30,0
AL011999,ARLENE,19990613,1200,TS,29.1N,58.2W,50.0,1007.0,29.1,-58.2,19990613,1200,1999-06-13 12:00:00+00:00,1999,6,13,12,0.0,0.0,0.0,0.0,1,TS,29.0,-57.8,0.10000000000000142,-0.4000000000000057,40.44116677957259,6.740194463262099,286.05636065494326,-0.9609900922341622,0.2765827952490474,0.0,15.0,1.0,-2.0,0.15000000000000036,-0.3500000000000014,5.675008681127311,0.0,1.0,15.0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,6,36,0
AL011999,ARLENE,19990613,1800,TS,29.1N,58.7W,50.0,1007.0,29.1,-58.7,19990613,1800,1999-06-13 18:00:00+00:00,1999,6,13,18,0.0,0.0,0.0,0.0,1,TS,29.1,-58.2,0.0,-0.5,48.579482662727116,8.096580443787852,270.12158443420424,-0.9999977484555107,0.0021220471034088316,0.0,5.0,1.0,-1.0,0.05000000000000071,-0.45000000000000284,6.68686381809265,0.0,0.0,5.0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,7,42,0
AL011999,ARLENE,19990614,0,TS,29.1N,59.2W,45.0,1008.0,29.1,-59.2,19990614,0000,1999-06-14 00:00:00+00:00,1999,6,14,0,0.0,0.0,0.0,0.0,1,TS,29.1,-58.7,0.0,-0.5,48.579482662727116,8.096580443787852,270.12158443420424,-0.9999977484555107,0.0021220471034088316,-5.0,-5.0,1.0,2.0,0.0,-0.5,7.262825384515807,-5.0,1.0,-5.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,8,48,0
AL011999,ARLENE,19990614,600,TS,29.2N,59.8W,40.0,1009.0,29.2,-59.8,19990614,0600,1999-06-14 06:00:00+00:00,1999,6,14,6,0.0,0.0,0.0,0.0,1,TS,29.1,-59.2,0.09999999999999787,-0.5999999999999943,59.31852450812822,9.886420751354704,280.9502563083479,-0.981792472164144,0.18995668348815356,-10.0,-10.0,2.0,3.0,0.049999999999998934,-0.5499999999999972,8.204944025548127,-5.0,1.0,-10.0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,9,54,0
AL011999,ARLENE,19990614,1200,TS,29.3N,60.4W,40.0,1009.0,29.3,-60.4,19990614,1200,1999-06-14 12:00:00+00:00,1999,6,14,12,0.0,0.0,0.0,0.0,1,TS,29.2,-59.8,0.10000000000000142,-0.6000000000000014,59.26272424396201,9.877120707327002,280.96100867615723,-0.9817568068030729,0.19014092746127517,-5.0,-10.0,1.0,2.0,0.09999999999999964,-0.5999999999999979,8.989175586564352,0.0,0.0,-10.0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,10,60,0
AL011999,ARLENE,19990614,1800,TS,29.6N,60.7W,40.0,1009.0,29.6,-60.7,19990614,1800,1999-06-14 18:00:00+00:00,1999,6,14,18,0.0,0.0,0.0,0.0,1,TS,29.3,-60.4,0.3000000000000007,-0.30000000000000426,44.23317649171336,7.372196081952226,319.0247905544279,-0.6557324222658376,0.7549933710896919,0.0,-10.0,0.0,2.0,0.20000000000000107,-0.45000000000000284,8.808079496105446,0.0,0.0,-10.0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,11,66,0
AL011999,ARLENE,19990615,0,TS,29.8N,61.1W,40.0,1009.0,29.8,-61.1,19990615,0000,1999-06-15 00:00:00+00:00,1999,6,15,0,0.0,0.0,0.0,0.0,1,TS,29.6,-60.7,0.1999999999999993,-0.3999999999999986,44.578342962332115,7.429723827055352,300.0244875915723,-0.8658116301468105,0.5003700841402516,0.0,-5.0,0.0,1.0,0.25,-0.3500000000000014,8.641365341922322,0.0,0.0,-5.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,12,72,0
